user_id,company,address,job,type
775878,สหภาพแรงงานนวลฉวี,"400/6 ถนนทุมะบุตร์, สหภาพแรงงานนวลฉวี",Backend Developer,workplace
318106,เตชะกำพุคอนสตรัคชั่น,"225/0 ถนนเจริญรัมย์, เตชะกำพุคอนสตรัคชั่น",Software Engineer,workplace
672878,บริษัท เลขะพันธุ์ จำกัด,"27 หมู่ 45 ถ.นิษประปัญจ์, บริษัท เลขะพันธุ์ จำกัด",Cloud Architect,workplace
796746,บริษัท นฤภัยจิวเวลรี่ จำกัด,"225/32 ถนนธูปหอม, บริษัท นฤภัยจิวเวลรี่ จำกัด",DevOps Engineer,workplace
724873,ห้างหุ้นส่วนสามัญ ทุมะบุตร์เฟอนิชชิ่ง,"8 ถ.นฤทุกข์, ห้างหุ้นส่วนสามัญ ทุมะบุตร์เฟอนิชชิ่ง",DevOps Engineer,workplace
153785,สมาคมชุมวระ,"95/45 ถนนนามขำ, สมาคมชุมวระ",นักโบราณคดี,workplace
309915,ห้างหุ้นส่วนจำกัด ธาราธร,"992 ถ.นามเสวตร, ห้างหุ้นส่วนจำกัด ธาราธร",นักจิตวิทยา,workplace
468431,บริษัท ไทยแท้ จำกัด,"043/87 ถนนยางสวย, บริษัท ไทยแท้ จำกัด",ตำรวจ,workplace
686773,ขันธุลาคอนสตรัคชั่น,"54/0 ถ.ธรรมทินนา, ขันธุลาคอนสตรัคชั่น",นักการเมือง,workplace
854947,บจก.ทรัพย์ธำรงค์,"17 ถ.ถนัดกลึง, บจก.ทรัพย์ธำรงค์",Cloud Architect,workplace
470473,ห้างหุ้นส่วนจำกัด อัตตนาถ,"248/53 ถ.ถมังรักษสัตว์, ห้างหุ้นส่วนจำกัด อัตตนาถ",Full-Stack Developer,workplace
399324,บมจ.ทวีเดชอินเตอร์เนชั่นแนล,"046 ถนนดวงทับทิม, บมจ.ทวีเดชอินเตอร์เนชั่นแนล",Software Engineer,workplace
834483,สมาคมนพคเชนทร์,"2/8 ถนนชำนาญวาด, สมาคมนพคเชนทร์",นักการศึกษา,workplace
530834,มูลนิธิซาซุม,"709/60 ถนนถนัดรบ, มูลนิธิซาซุม",Software Engineer,workplace
146078,บุนยะตีรณะโอสถ,"16 ซอยธาราธร, บุนยะตีรณะโอสถ",Backend Developer,workplace
851420,ห้างหุ้นส่วนจำกัด กุมารบุญการช่าง,"346/57 ถ.ทหารแท้, ห้างหุ้นส่วนจำกัด กุมารบุญการช่าง",ข้าราชการ,workplace
165894,บริษัท ทรัพย์ธำรงค์ จำกัด,"5 ถนนยาปะโลหิต, บริษัท ทรัพย์ธำรงค์ จำกัด",นางแบบ,workplace
639175,ชมรมน้ำทิพย์,"484 ถ.จันทา, ชมรมน้ำทิพย์",นักออกแบบ,workplace
274112,บริษัท สังข์กรดบรรจุภัณฑ์ จำกัด,"31/6 ซ.เดชวา, บริษัท สังข์กรดบรรจุภัณฑ์ จำกัด",Data Scientist,workplace
252460,ห้างหุ้นส่วนจำกัด บุณยะภาชน์,"24 ถ.บุตราช, ห้างหุ้นส่วนจำกัด บุณยะภาชน์",Full-Stack Developer,workplace
168945,ถนอมกุลบุตรและบุตร,"2/6 ถ.ไสยกิจ, ถนอมกุลบุตรและบุตร",นักแปล,workplace
317626,บมจ.ถนัดอาวุธ,"44 หมู่ 0 ถ.นิยมสำหรวจ, บมจ.ถนัดอาวุธ",Backend Developer,workplace
907841,หจก.นักรบ,"74/47 ถ.เตมิยะเดช, หจก.นักรบ",Cloud Architect,workplace
348339,สหภาพแรงงานเวียงจันทึก,"428/84 ถ.เยาวธนโชค, สหภาพแรงงานเวียงจันทึก",นักประดิษฐ์,workplace
534042,บริษัท เดชวาพานิช จำกัด (มหาชน),"32 ถนนงามพิเชษฐ์, บริษัท เดชวาพานิช จำกัด (มหาชน)",Data Scientist,workplace
891175,บริษัท ทองอยู่คอนสตรัคชั่น จำกัด,"9 ถนนถาวรรัตน, บริษัท ทองอยู่คอนสตรัคชั่น จำกัด",Cybersecurity Analyst,workplace
378035,ห้างหุ้นส่วนจำกัด ทวนทอง,"73/99 ถนนทองสีไพล, ห้างหุ้นส่วนจำกัด ทวนทอง",Software Engineer,workplace
504692,ห้างหุ้นส่วนสามัญ จันอ้นก่อสร้าง,"463 ถนนนิยมเซียม, ห้างหุ้นส่วนสามัญ จันอ้นก่อสร้าง",Data Scientist,workplace
129735,บริษัท ถนัดภาษา จำกัด,"60 หมู่ 55 ถนนวิลาสินี, บริษัท ถนัดภาษา จำกัด",DevOps Engineer,workplace
875330,บริษัท ทวนทอง จำกัด,"11/8 ถนนซาซุม, บริษัท ทวนทอง จำกัด",Cloud Architect,workplace
275250,หจก.ทองลาภ,"2 ถ.ไสยกิจ, หจก.ทองลาภ",นักปรัชญา,workplace
393702,หิรัญสาลี-ถนัดการเขียน,"55/21 ถนนนครเทพ, หิรัญสาลี-ถนัดการเขียน",Cybersecurity Analyst,workplace
795467,นิลสุวรรณ์สโตร์,"00 ถนนศรีวงค์, นิลสุวรรณ์สโตร์",นักสังคมสงเคราะห์,workplace
191259,บจก.พรรษาสกุลบริการ,"38/5 ถนนเนื้อนุ่ม, บจก.พรรษาสกุลบริการ",Software Engineer,workplace
331629,บริษัท ดุษฎีวนิชก่อสร้าง จำกัด (มหาชน),"48 ถนนบุนยาภิสนท์, บริษัท ดุษฎีวนิชก่อสร้าง จำกัด (มหาชน)",Software Engineer,workplace
642901,ถาวระวรณ์และเพื่อน,"41 ถนนนับเนื่องนอ, ถาวระวรณ์และเพื่อน",Data Scientist,workplace
501121,หจก.ทีฆะ,"85 ถนนวุฑฒยากร, หจก.ทีฆะ",Cloud Architect,workplace
373496,สมาคมเลขะพันธุ์,"21 หมู่ 3 ถนนนิลสุวรรณ์, สมาคมเลขะพันธุ์",Backend Developer,workplace
479456,บริษัท นิระหานีวิศวการ จำกัด (มหาชน),"880/89 ถ.ถนัดพิมพการ, บริษัท นิระหานีวิศวการ จำกัด (มหาชน)",Cybersecurity Analyst,workplace
986065,บมจ.น้ำทิพย์พานิช,"7/5 ถนนถนัดพิมพการ, บมจ.น้ำทิพย์พานิช",Backend Developer,workplace
337415,หจก.ทรงโกมล,"51 หมู่ 0 ถนนแนวพนิช, หจก.ทรงโกมล",Data Scientist,workplace
410002,สมาคมศรีเผด็จ,"22/9 ถนนนาฏคายี, สมาคมศรีเผด็จ",นักประวัติศาสตร์,workplace
172958,บมจ.พีระเพ็ญกุล,"51/68 ถ.ตรีครุธพันธุ์, บมจ.พีระเพ็ญกุล",Cybersecurity Analyst,workplace
569354,ห้างหุ้นส่วนจำกัด ทองปากน้ำ,"16 หมู่ 8 ถนนเมืองสุข, ห้างหุ้นส่วนจำกัด ทองปากน้ำ",Cloud Architect,workplace
436052,หจก.ฉัตรอภิเที่ยงค่ำแอนด์ซันส์,"86/5 ถ.ไสยกิจ, หจก.ฉัตรอภิเที่ยงค่ำแอนด์ซันส์",Cybersecurity Analyst,workplace
687165,บริษัท นพคเชนทร์ จำกัด,"8/0 ถ.ขอหมั่นกลาง, บริษัท นพคเชนทร์ จำกัด",Mobile App Developer,workplace
743671,สมาคมแหยมศิริ,"4/9 ถนนตัณฑนุช, สมาคมแหยมศิริ",Backend Developer,workplace
928885,ยางสวย-ตระกูลบุญ,"102/3 ถ.นกทอง, ยางสวย-ตระกูลบุญ",DevOps Engineer,workplace
325869,ห้างหุ้นส่วนสามัญ ทรงโกมลขนส่ง,"98 หมู่ 4 ถ.คำลือ, ห้างหุ้นส่วนสามัญ ทรงโกมลขนส่ง",นักพจนานุกรม,workplace
330642,สมาคมปานสุวรรณ,"39/5 ถนนถ้วนศรี, สมาคมปานสุวรรณ",AI Researcher,workplace
923272,ห้างหุ้นส่วนจำกัด เขียวขุ้ยการค้า,"909 ถ.นิลวิมล, ห้างหุ้นส่วนจำกัด เขียวขุ้ยการค้า",ข้าราชการ,workplace
332506,ห้างหุ้นส่วนจำกัด นิลวรรณ,"59/2 ถ.ธีวร, ห้างหุ้นส่วนจำกัด นิลวรรณ",Backend Developer,workplace
246897,สมาคมตั้งเผ่า,"97 หมู่ 45 ถนนดาวอร่าม, สมาคมตั้งเผ่า",Software Engineer,workplace
489279,บริษัท ธาราธรคอนสตรัคชั่น จำกัด (มหาชน),"88/8 ถนนหอมสิน, บริษัท ธาราธรคอนสตรัคชั่น จำกัด (มหาชน)",นักพจนานุกรม,workplace
957744,บริษัท คณานุรักษ์ จำกัด,"948/2 ถนนนุชแนวนุ่ม, บริษัท คณานุรักษ์ จำกัด",Data Scientist,workplace
937320,หจก.ถิรสวัสดิ์การช่าง,"69 หมู่ 2 ถนนฉัตรอภิเที่ยงค่ำ, หจก.ถิรสวัสดิ์การช่าง",ช่างทำเครื่องดนตรี,workplace
892231,บริษัท นามเสวตร จำกัด,"123/7 ถ.ศิวะวรเวท, บริษัท นามเสวตร จำกัด",DevOps Engineer,workplace
220931,หจก.ดุษฎีวนิช,"70/3 ถ.ทองประดิฐ, หจก.ดุษฎีวนิช",Mobile App Developer,workplace
578924,นาถะเดชะ-สุวรรณหงษ์,"90 ถนนทองประดิฐ, นาถะเดชะ-สุวรรณหงษ์",Backend Developer,workplace
222136,บจก.ธรรมสถิตไพศาล,"433 ถนนถาวรายุศม์, บจก.ธรรมสถิตไพศาล",Mobile App Developer,workplace
386497,หจก.ฉัตรอภิเที่ยงค่ำพานิช,"4 ถ.ถนัดพิมพการ, หจก.ฉัตรอภิเที่ยงค่ำพานิช",Backend Developer,workplace
344699,บริษัท ขันธุลา จำกัด,"1 ถ.ถนัดกลึง, บริษัท ขันธุลา จำกัด",นักสะสมศิลปะ,workplace
206553,บจก.เวียงจันทึก,"89 หมู่ 36 ถนนศรีสัตย์, บจก.เวียงจันทึก",DevOps Engineer,workplace
996317,บริษัท แนวพญา จำกัด,"1/6 ถ.ไทนิยม, บริษัท แนวพญา จำกัด",Cloud Architect,workplace
738051,ธรรมสถิตไพศาลและขำเอนก,"719/4 ถนนซูสารอ, ธรรมสถิตไพศาลและขำเอนก",AI Researcher,workplace
661410,บริษัท นามขำการช่าง จำกัด,"041/1 ถ.ถนัดเดินข่าว, บริษัท นามขำการช่าง จำกัด",Data Scientist,workplace
688314,ห้างหุ้นส่วนจำกัด แนวพนิช,"275 ถนนพรสีมา, ห้างหุ้นส่วนจำกัด แนวพนิช",Software Engineer,workplace
482988,หจก.ทองสินธุ์,"392/26 ซ.นิลสลัว, หจก.ทองสินธุ์",นักออกแบบ,workplace
180709,บุญศลและถนัดรักษา,"8 ถนนถนอมมนุษย์, บุญศลและถนัดรักษา",คนขับรถแท็กซี่,workplace
716435,แจ้งสว่างและนิติสาขา,"44 หมู่ 0 ถนนถ้วนศรี, แจ้งสว่างและนิติสาขา",AI Researcher,workplace
655374,ห้างหุ้นส่วนจำกัด ทองแท้,"31 หมู่ 74 ถ.ธัญาโภชน์, ห้างหุ้นส่วนจำกัด ทองแท้",Cybersecurity Analyst,workplace
310398,ธนาคารดุษฎีวนิช จำกัด,"56/8 ถนนทวีเดช, ธนาคารดุษฎีวนิช จำกัด",นักแต่งเพลง,workplace
815006,บริษัท บุญส่งยานยนต์ จำกัด,"9/0 ถนนนิระหานี, บริษัท บุญส่งยานยนต์ จำกัด",Mobile App Developer,workplace
616707,หอมพิกุลและทับทิมไทย,"292 ถ.ตระกูลบุญ, หอมพิกุลและทับทิมไทย",ศิลปิน,workplace
195453,หจก.บุตราชยานยนต์,"682/6 ถ.ดิศดใน, หจก.บุตราชยานยนต์",Backend Developer,workplace
915422,ห้างหุ้นส่วนสามัญ แก้วชลครามอุตสาหกรรม,"393/5 ถ.นับเนื่องนอ, ห้างหุ้นส่วนสามัญ แก้วชลครามอุตสาหกรรม",Cybersecurity Analyst,workplace
673649,บริษัท เนื้อนุ่ม จำกัด,"60 หมู่ 7 ถ.แต้กุล, บริษัท เนื้อนุ่ม จำกัด",Cloud Architect,workplace
392625,บริษัท ถาวระวรณ์ จำกัด,"021 ถ.นากกนก, บริษัท ถาวระวรณ์ จำกัด",ช่างทำเครื่องดนตรี,workplace
323570,บริษัท ดิศดในก่อสร้าง จำกัด,"30/40 ถนนถมังรักษสัตว์, บริษัท ดิศดในก่อสร้าง จำกัด",Data Scientist,workplace
611697,ห้างหุ้นส่วนจำกัด ถาวระวรณ์ภาพยนตร์,"91 หมู่ 54 ถ.พงศ์ฉบับนภา, ห้างหุ้นส่วนจำกัด ถาวระวรณ์ภาพยนตร์",Data Scientist,workplace
968723,บมจ.ดวงทับทิม,"06 หมู่ 5 ถ.ฉัตรอภิเที่ยงค่ำ, บมจ.ดวงทับทิม",Cloud Architect,workplace
165407,บริษัท แหยมศิริเอนเตอรไพรส์ จำกัด,"4/7 ถนนจันอ้น, บริษัท แหยมศิริเอนเตอรไพรส์ จำกัด",AI Researcher,workplace
910637,ห้างหุ้นส่วนสามัญ นุตตารภาพยนตร์,"35/29 ถ.เนื่องนนท์, ห้างหุ้นส่วนสามัญ นุตตารภาพยนตร์",นักออกแบบ,workplace
706110,บริษัท นุชแนวนุ่ม,"9/5 ถนนนิลสุวรรณ์, บริษัท นุชแนวนุ่ม",Data Scientist,workplace
209943,มูลนิธิตราชู,"003 ถนนขุนดำ, มูลนิธิตราชู",Full-Stack Developer,workplace
636559,ชมรมธนูปกรณ์,"2/0 ถ.นากกนก, ชมรมธนูปกรณ์",Cloud Architect,workplace
588090,บริษัท ดิสกะประกายโอสถ จำกัด,"74 หมู่ 83 ถ.ถนัดอักษร, บริษัท ดิสกะประกายโอสถ จำกัด",Software Engineer,workplace
659259,ห้างหุ้นส่วนจำกัด ธนรักษ์มอเตอร์,"7/9 ถนนดิสกะประกาย, ห้างหุ้นส่วนจำกัด ธนรักษ์มอเตอร์",Cybersecurity Analyst,workplace
747672,บริษัท นพตระกูลอิมปอร์ตเอ็กซปอร์ต จำกัด,"98 หมู่ 12 ถนนแถมธน, บริษัท นพตระกูลอิมปอร์ตเอ็กซปอร์ต จำกัด",ตำรวจ,workplace
223163,บริษัท ดาบเพ็ชร์อะไหล่ยนต์ จำกัด (มหาชน),"95 หมู่ 83 ถนนธุวะนุติ์, บริษัท ดาบเพ็ชร์อะไหล่ยนต์ จำกัด (มหาชน)",DevOps Engineer,workplace
851598,ถนัดการยนต์-นครเทพ,"1 ถนนฉายแสง, ถนัดการยนต์-นครเทพ",Software Engineer,workplace
773879,ห้างหุ้นส่วนจำกัด แนวพญาแอนด์ซันส์,"65 หมู่ 7 ถนนตันยา, ห้างหุ้นส่วนจำกัด แนวพญาแอนด์ซันส์",Data Scientist,workplace
277950,บริษัท แนวพนิช จำกัด (มหาชน),"550/86 ซ.ซาซุม, บริษัท แนวพนิช จำกัด (มหาชน)",Software Engineer,workplace
686982,สมาคมทีฆะ,"313 ถนนเขียวขุ้ย, สมาคมทีฆะ",Software Engineer,workplace
212549,นาควงษ์-บุนยาภิสนท์,"00 หมู่ 02 ถนนศรีวงค์, นาควงษ์-บุนยาภิสนท์",สถาปนิก,workplace
679100,หจก.ศรีวงค์,"94 หมู่ 1 ถ.ธนรักษ์, หจก.ศรีวงค์",Cloud Architect,workplace
423212,บริษัท ขันธุลา จำกัด (มหาชน),"771/97 ถ.ไตรบรรพ, บริษัท ขันธุลา จำกัด (มหาชน)",Data Scientist,workplace
299453,ถะเกิงชศกลการ,"840/32 ถนนธุวะนุติ์, ถะเกิงชศกลการ",Data Scientist,workplace
636095,ห้างหุ้นส่วนจำกัด ยาปะโลหิตเทรดดิ้ง,"45/0 ถ.เลิศกิ่ง, ห้างหุ้นส่วนจำกัด ยาปะโลหิตเทรดดิ้ง",DevOps Engineer,workplace
227867,บริษัท นาถะเดชะก่อสร้าง จำกัด,"9 ถนนเลขะพันธุ์, บริษัท นาถะเดชะก่อสร้าง จำกัด",Software Engineer,workplace
729711,ตัณฑนุชและบุญญาภิรมย์,"984/98 ถ.ถนัดภาษา, ตัณฑนุชและบุญญาภิรมย์",Cloud Architect,workplace
665184,บริษัท หนักแน่น จำกัด,"57/8 ถนนศาสตร์ศิลป์, บริษัท หนักแน่น จำกัด",Backend Developer,workplace
964971,บจก.ไชยภา,"3/6 ถนนซูสารอ, บจก.ไชยภา",AI Researcher,workplace
698749,บริษัท นามเสวตร จำกัด,"2/8 ถนนดาบเพ็ชร์, บริษัท นามเสวตร จำกัด",AI Researcher,workplace
495249,บริษัท ทัศนสุทธิมอเตอร์ จำกัด,"862/6 ถนนพานเกล้า, บริษัท ทัศนสุทธิมอเตอร์ จำกัด",Mobile App Developer,workplace
837285,บจก.เนื้อนุ่มเทรดดิ้ง,"72 หมู่ 91 ถนนนาคพันธุ์, บจก.เนื้อนุ่มเทรดดิ้ง",นักการกุศล,workplace
135880,บริษัท เยาวธนโชค จำกัด,"456/59 ถนนถนิมมาศ, บริษัท เยาวธนโชค จำกัด",Full-Stack Developer,workplace
724805,สมาคมเนื้อนุ่ม,"427 ถนนตันยา, สมาคมเนื้อนุ่ม",นักกฎหมาย,workplace
682408,นิยมสำหรวจการช่าง,"082 ถ.บุญบำรุง, นิยมสำหรวจการช่าง",Full-Stack Developer,workplace
244846,บจก.เตชะกำพุ,"1/1 ถนนตวันเยี่ยม, บจก.เตชะกำพุ",Mobile App Developer,workplace
904475,ธนาคารตั้งรบก่อสร้าง จำกัด (มหาชน),"7/0 ถ.ถนัดพิมพการ, ธนาคารตั้งรบก่อสร้าง จำกัด (มหาชน)",Cloud Architect,workplace
770849,สหภาพแรงงานเยาวธนโชค,"87/80 ถ.เจริญรัมย์, สหภาพแรงงานเยาวธนโชค",Cloud Architect,workplace
315925,บริษัท นิยมเซียม จำกัด,"52 หมู่ 38 ถ.บุนยาภิสนท์, บริษัท นิยมเซียม จำกัด",Software Engineer,workplace
205958,บริษัท นฤภัย จำกัด (มหาชน),"926 ถ.ตะละภัฏ, บริษัท นฤภัย จำกัด (มหาชน)",Software Engineer,workplace
270705,บริษัท ถ้วนศรี จำกัด,"7 ถ.ตันเผ่า, บริษัท ถ้วนศรี จำกัด",Data Scientist,workplace
223474,ไทยสุชาตเอนเตอรไพรส์,"289/34 ถ.ถนัดการยนต์, ไทยสุชาตเอนเตอรไพรส์",สถาปนิก,workplace
646480,บมจ.คณานุรักษ์,"448/01 ถ.นกทอง, บมจ.คณานุรักษ์",ผู้กำกับละครโทรทัศน์,workplace
729143,บริษัท บุนยะตีรณะ,"213/86 ถนนหอมพิกุล, บริษัท บุนยะตีรณะ",Full-Stack Developer,workplace
601689,หจก.ทองแท้เฟอร์นิเจอร์,"05 หมู่ 5 ถนนนานายน, หจก.ทองแท้เฟอร์นิเจอร์",Full-Stack Developer,workplace
573996,แน่นดุจป้อมโอสถ,"154/55 ถ.แก้วชลคราม, แน่นดุจป้อมโอสถ",Full-Stack Developer,workplace
500673,บริษัท ถิรสวัสดิ์ จำกัด (มหาชน),"910/54 ถ.อัตตนาถ, บริษัท ถิรสวัสดิ์ จำกัด (มหาชน)",Backend Developer,workplace
903443,ห้างหุ้นส่วนจำกัด ถาวระวรณ์,"42 ถนนธูปหอม, ห้างหุ้นส่วนจำกัด ถาวระวรณ์",AI Researcher,workplace
477746,เมืองสุขและนะวะมันดร,"262/4 ถ.ฉัพพรรณธนกูร, เมืองสุขและนะวะมันดร",Data Scientist,workplace
922093,เขียวขุ้ยแลบ,"50 ถนนนามขำ, เขียวขุ้ยแลบ",Cybersecurity Analyst,workplace
121468,บริษัท พรมอ่อนซัพพลาย จำกัด (มหาชน),"38 หมู่ 00 ถ.วิลาสินี, บริษัท พรมอ่อนซัพพลาย จำกัด (มหาชน)",นักการกุศล,workplace
475633,ห้างหุ้นส่วนจำกัด ถนัดกลึงเอนเตอรไพรส์,"6 ถนนธนประทีป, ห้างหุ้นส่วนจำกัด ถนัดกลึงเอนเตอรไพรส์",Cybersecurity Analyst,workplace
725461,ห้างหุ้นส่วนจำกัด ทองปากน้ำและบุตร,"06/09 ถนนดำริห์ชอบ, ห้างหุ้นส่วนจำกัด ทองปากน้ำและบุตร",นักผจญภัย,workplace
508117,บริษัท นิยมเซียม จำกัด,"7 ถ.ถนัดหัตถกรรม, บริษัท นิยมเซียม จำกัด",นักธุรกิจ,workplace
346364,มูลนิธิทองลาภ,"833/3 ถนนเนื่องนนท์, มูลนิธิทองลาภ",Full-Stack Developer,workplace
840385,หจก.ดาวอร่าม,"23/0 ถ.ดำริห์ชอบ, หจก.ดาวอร่าม",Data Scientist,workplace
496280,ห้างหุ้นส่วนจำกัด ทองปากน้ำเซอร์วิส,"269/89 ถ.ตั้งกุลงาม, ห้างหุ้นส่วนจำกัด ทองปากน้ำเซอร์วิส",DevOps Engineer,workplace
468478,บมจ.น้ำทิพย์เอเยนซี,"5 ถ.อุ่นอก, บมจ.น้ำทิพย์เอเยนซี",AI Researcher,workplace
630990,ห้างหุ้นส่วนสามัญ นฤภัยกลการ,"36/7 ถ.นิลวิมล, ห้างหุ้นส่วนสามัญ นฤภัยกลการ",ช่างทำผม,workplace
496182,หนักแน่นและธัญาโภชน์,"30 ถ.นาถะพินธุ, หนักแน่นและธัญาโภชน์",Cloud Architect,workplace
447448,นฤทุกข์-ธัญเสถียร,"407/40 ถ.อุลหัสสา, นฤทุกข์-ธัญเสถียร",Full-Stack Developer,workplace
961104,บริษัท ทีฆะจิวเวลรี่ จำกัด,"04/27 ถ.ด้วงโสน, บริษัท ทีฆะจิวเวลรี่ จำกัด",DevOps Engineer,workplace
140751,ห้างหุ้นส่วนจำกัด วะคีมันและเพื่อน,"18 หมู่ 82 ถ.พีระเพ็ญกุล, ห้างหุ้นส่วนจำกัด วะคีมันและเพื่อน",Data Scientist,workplace
136555,หจก.เธียรายันบริการ,"58/9 ถนนแน่นดุจป้อม, หจก.เธียรายันบริการ",AI Researcher,workplace
753675,ทับทิมไทยเอนเตอรไพรส์,"7/3 ถนนทองอยู่, ทับทิมไทยเอนเตอรไพรส์",Cybersecurity Analyst,workplace
221720,บจก.ปรีชากุลเศรษฐ์คอมพิวเตอร์,"92 หมู่ 97 ถนนแท่นทอง, บจก.ปรีชากุลเศรษฐ์คอมพิวเตอร์",Cybersecurity Analyst,workplace
588281,ดาตูพืชผล,"95/0 ถ.ตระกูลบุญ, ดาตูพืชผล",ศิลปิน,workplace
369737,หจก.ตันยา,"9/1 ซ.พรรษาสกุล, หจก.ตันยา",นักกฎหมาย,workplace
841848,ห้างหุ้นส่วนสามัญ ถนัดอักษรแพคกิ้ง,"73 หมู่ 22 ถ.แจ้งสว่าง, ห้างหุ้นส่วนสามัญ ถนัดอักษรแพคกิ้ง",Mobile App Developer,workplace
254301,บริษัท เลขะพันธุ์ จำกัด,"213/87 ถนนธรรมเมธา, บริษัท เลขะพันธุ์ จำกัด",Backend Developer,workplace
699097,ห้างหุ้นส่วนจำกัด นวลเพ็ง,"69 หมู่ 8 ถนนไทไชโย, ห้างหุ้นส่วนจำกัด นวลเพ็ง",Cloud Architect,workplace
631194,หจก.ธีวรจิวเวลรี่,"75 ถนนนวลเพ็ง, หจก.ธีวรจิวเวลรี่",Cybersecurity Analyst,workplace
889222,ห้างหุ้นส่วนสามัญ นครเทพ,"315/4 ถนนขุนดำ, ห้างหุ้นส่วนสามัญ นครเทพ",Cybersecurity Analyst,workplace
492283,สมาคมบินดี,"98 หมู่ 96 ถนนยะผา, สมาคมบินดี",Mobile App Developer,workplace
300584,บริษัท ภูภักดีพืชผล จำกัด (มหาชน),"241/73 ถนนธูปหอม, บริษัท ภูภักดีพืชผล จำกัด (มหาชน)",อัยการ,workplace
598147,ห้างหุ้นส่วนสามัญ จ้อยนุแสงซัพพลาย,"43 หมู่ 44 ถนนนำธวัช, ห้างหุ้นส่วนสามัญ จ้อยนุแสงซัพพลาย",เจ้าหน้าที่พัฒนาเอกชน,workplace
175082,ห้างหุ้นส่วนสามัญ ตันตราจิณ,"8/8 ถนนฉายแสง, ห้างหุ้นส่วนสามัญ ตันตราจิณ",ข้าราชการ,workplace
119017,ยาปะโลหิตจิวเวลรี่,"209/56 ถ.ขันธุลา, ยาปะโลหิตจิวเวลรี่",นักกีฬา,workplace
610809,บริษัท น้ำทิพย์แพคกิ้ง จำกัด,"437/41 ถนนตันเผ่า, บริษัท น้ำทิพย์แพคกิ้ง จำกัด",Mobile App Developer,workplace
431999,ธนาคารนิลเสนาบรรจุภัณฑ์ จำกัด,"20 ถนนนิลเสนา, ธนาคารนิลเสนาบรรจุภัณฑ์ จำกัด",Mobile App Developer,workplace
493966,ทรงโกมลเฟอนิชชิ่ง,"10 หมู่ 66 ถ.นิลวิมล, ทรงโกมลเฟอนิชชิ่ง",AI Researcher,workplace
372172,หจก.บุตดา,"80 หมู่ 7 ถนนชำนาญวาด, หจก.บุตดา",Mobile App Developer,workplace
126586,ห้างหุ้นส่วนสามัญ บุนยะตีรณะคอมมิวนิเคชั่น,"890/05 ถนนทองเนื้อดี, ห้างหุ้นส่วนสามัญ บุนยะตีรณะคอมมิวนิเคชั่น",Full-Stack Developer,workplace
971991,บริษัท ตวงทองกรุ๊ป จำกัด,"48/56 ถ.วุฑฒยากร, บริษัท ตวงทองกรุ๊ป จำกัด",นักประวัติศาสตร์,workplace
964723,นานายนและถนอมพล,"68/4 ถ.เมืองสุข, นานายนและถนอมพล",นักภาษาศาสตร์,workplace
951430,บริษัท ตันเผ่า จำกัด,"21/24 ถ.นิยมสำหรวจ, บริษัท ตันเผ่า จำกัด",DevOps Engineer,workplace
644186,ห้างหุ้นส่วนสามัญ ธรรมสถิตไพศาลพืชผล,"7 ถนนธัญเสถียร, ห้างหุ้นส่วนสามัญ ธรรมสถิตไพศาลพืชผล",Backend Developer,workplace
436301,สมาคมตระกูลบุญ,"39/87 ถนนทหารแท้, สมาคมตระกูลบุญ",Backend Developer,workplace
408415,บมจ.ด้วงโสนเทรดดิ้ง,"96 หมู่ 7 ถ.ทัศนสุทธิ, บมจ.ด้วงโสนเทรดดิ้ง",นักคณิตศาสตร์,workplace
445581,บริษัท ดวงทับทิมเอนเตอรไพรส์ จำกัด (มหาชน),"532/61 ถ.นานายน, บริษัท ดวงทับทิมเอนเตอรไพรส์ จำกัด (มหาชน)",Backend Developer,workplace
796491,บจก.หนุนสุข,"26/22 ถนนศรีเผด็จ, บจก.หนุนสุข",Data Scientist,workplace
395610,บริษัท นิลวิมล จำกัด,"047/1 ถนนฉิมพาลี, บริษัท นิลวิมล จำกัด",Cloud Architect,workplace
880753,ห้างหุ้นส่วนจำกัด ตวงทองการบัญชี,"551 ถนนตันยา, ห้างหุ้นส่วนจำกัด ตวงทองการบัญชี",นักสำรวจ,workplace
169398,บริษัท ตราชู จำกัด,"67 หมู่ 4 ถนนปรีชากุลเศรษฐ์, บริษัท ตราชู จำกัด",เกษตรกร,workplace
458856,บริษัท แน่นดุจป้อมมอเตอร์ จำกัด,"73 หมู่ 0 ถนนหิรัญสาลี, บริษัท แน่นดุจป้อมมอเตอร์ จำกัด",DevOps Engineer,workplace
865618,ห้างหุ้นส่วนจำกัด บุนยะตีรณะ,"44 หมู่ 51 ถนนฉัตรอภิเที่ยงค่ำ, ห้างหุ้นส่วนจำกัด บุนยะตีรณะ",นักปรัชญา,workplace
868442,บริษัท ทวนทอง จำกัด,"76/51 ถ.ปรีชากุลเศรษฐ์, บริษัท ทวนทอง จำกัด",Software Engineer,workplace
419344,ห้างหุ้นส่วนสามัญ ฉัตรอภิเที่ยงค่ำอุตสาหกรรม,"848 ถ.นักสำหรวจ, ห้างหุ้นส่วนสามัญ ฉัตรอภิเที่ยงค่ำอุตสาหกรรม",Software Engineer,workplace
975242,นับเนื่องนอและบุตดา,"44 หมู่ 3 ถนนบุญญาภิรมย์, นับเนื่องนอและบุตดา",Cybersecurity Analyst,workplace
